#: table_doi: 10.17182/hepdata.86210.v1/t1
#: name: Table 1
#: description: Transverse momentum spectra of charged particles in PbPb collisions in nine centrality classes.
#: data_file: Fig3_PbPb_2760GeV.yaml
#: keyword reactions: PB PB --> CHARGED X
#: keyword observables: D2N/DETARAP/DPT
#: keyword cmenergies: 2760
#: CENT,,,0-5 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
23.0,22.0,24.0,6.258031e-05,4.3432e-06,-4.3432e-06,1.4186e-06,-1.4186e-06
25.0,24.0,26.0,3.856489e-05,3.3914e-06,-3.3914e-06,8.7479e-07,-8.7479e-07
28.0,26.0,30.0,2.565375e-05,1.9483e-06,-1.9483e-06,5.8433e-07,-5.8433e-07
32.0,30.0,34.0,1.077169e-05,1.2545e-06,-1.2545e-06,2.4656e-07,-2.4656e-07
37.0,34.0,40.0,6.349332e-06,7.8284e-07,-7.8284e-07,1.4643e-07,-1.4643e-07
45.0,40.0,50.0,2.262432e-06,3.5809e-07,-3.5809e-07,5.3409e-08,-5.3409e-08

#: CENT,,,40-50 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,344.152,0.13652,-0.13652,14.848,-14.848
0.225,0.2,0.25,357.223,0.091385,-0.091385,9.1385,-9.1385
0.275,0.25,0.3,350.806,0.082725,-0.082725,8.6862,-8.6862
0.32499999999999996,0.3,0.35,331.875,0.076901,-0.076901,8.4176,-8.4176
0.375,0.35,0.4,307.488,0.072264,-0.072264,8.6552,-8.6552
0.42500000000000004,0.4,0.45,281.405,0.06785,-0.06785,8.0408,-8.0408
0.475,0.45,0.5,254.982,0.065013,-0.065013,7.1867,-7.1867
0.525,0.5,0.55,230.687,0.063347,-0.063347,6.2739,-6.2739
0.575,0.55,0.6,208.153,0.061219,-0.061219,5.4198,-5.4198
0.625,0.6,0.65,187.765,0.059532,-0.059532,4.63,-4.63
0.675,0.65,0.7,169.903,0.058042,-0.058042,4.0012,-4.0012
0.725,0.7,0.75,153.138,0.056358,-0.056358,3.4644,-3.4644
0.775,0.75,0.8,138.265,0.054403,-0.054403,3.0767,-3.0767
0.825,0.8,0.85,124.536,0.052477,-0.052477,2.6844,-2.6844
0.875,0.85,0.9,112.169,0.050724,-0.050724,2.4212,-2.4212
0.925,0.9,0.95,100.9,0.049053,-0.049053,2.1176,-2.1176
0.975,0.95,1.0,91.055,0.046786,-0.046786,1.9615,-1.9615
1.05,1.0,1.1,77.802,0.030472,-0.030472,1.7543,-1.7543
1.15,1.1,1.2,63.207,0.027492,-0.027492,1.4689,-1.4689
1.25,1.2,1.3,51.258,0.022363,-0.022363,1.2654,-1.2654
1.35,1.3,1.4,42.469,0.019907,-0.019907,1.0388,-1.0388
1.45,1.4,1.5,34.341,0.017933,-0.017933,0.92888,-0.92888
1.55,1.5,1.6,28.495,0.016002,-0.016002,0.7684,-0.7684
1.65,1.6,1.7,23.121,0.014423,-0.014423,0.67325,-0.67325
1.75,1.7,1.8,19.128,0.012868,-0.012868,0.55219,-0.55219
1.85,1.8,1.9,15.593,0.011643,-0.011643,0.46114,-0.46114
1.95,1.9,2.0,12.925,0.010415,-0.010415,0.37898,-0.37898
2.1,2.0,2.2,9.727605,0.0068407,-0.0068407,0.2959,-0.2959
2.3,2.2,2.4,6.636296,0.0055651,-0.0055651,0.20059,-0.20059
2.5,2.4,2.6,4.582778,0.0044864,-0.0044864,0.13763,-0.13763
2.7,2.6,2.8,3.188731,0.0036963,-0.0036963,0.097302,-0.097302
2.9,2.8,3.0,2.234335,0.0030298,-0.0030298,0.071082,-0.071082
3.1,3.0,3.2,1.591217,0.0025115,-0.0025115,0.046978,-0.046978
3.3,3.2,3.4,1.137307,0.0020325,-0.0020325,0.033781,-0.033781
3.5,3.4,3.6,0.8301433,0.0017166,-0.0017166,0.024561,-0.024561
3.7,3.6,3.8,0.6018277,0.0014516,-0.0014516,0.017457,-0.017457
3.9,3.8,4.0,0.4469336,0.0012403,-0.0012403,0.012958,-0.012958
4.25,4.0,4.5,0.2791305,0.00061879,-0.00061879,0.0082162,-0.0082162
4.75,4.5,5.0,0.1490707,0.00044625,-0.00044625,0.0043288,-0.0043288
5.25,5.0,5.5,0.08203243,0.0003258,-0.0003258,0.0022621,-0.0022621
5.75,5.5,6.0,0.0499933,0.0002528,-0.0002528,0.0013748,-0.0013748
6.25,6.0,6.5,0.03123262,0.00019757,-0.00019757,0.00082958,-0.00082958
6.75,6.5,7.0,0.02084224,0.00016097,-0.00016097,0.00055007,-0.00055007
7.5,7.0,8.0,0.01230883,8.7554e-05,-8.7554e-05,0.00032445,-0.00032445
8.5,8.0,9.0,0.006292279,6.1987e-05,-6.1987e-05,0.0001608,-0.0001608
9.5,9.0,10.0,0.003525,4.6248e-05,-4.6248e-05,8.9358e-05,-8.9358e-05
10.5,10.0,11.0,0.002095787,3.5369e-05,-3.5369e-05,5.3315e-05,-5.3315e-05
11.5,11.0,12.0,0.001341273,2.826e-05,-2.826e-05,3.4083e-05,-3.4083e-05
12.5,12.0,13.0,0.0008658687,2.2685e-05,-2.2685e-05,2.2006e-05,-2.2006e-05
13.5,13.0,14.0,0.0005966411,1.8816e-05,-1.8816e-05,1.5167e-05,-1.5167e-05
14.5,14.0,15.0,0.0004244701,1.5861e-05,-1.5861e-05,1.0792e-05,-1.0792e-05
15.5,15.0,16.0,0.0002992951,1.3311e-05,-1.3311e-05,7.6099e-06,-7.6099e-06
17.0,16.0,18.0,0.0002049589,7.7843e-06,-7.7843e-06,5.2124e-06,-5.2124e-06
19.0,18.0,20.0,0.0001111095,5.7241e-06,-5.7241e-06,2.8268e-06,-2.8268e-06
21.0,20.0,22.0,6.725828e-05,4.474e-06,-4.474e-06,1.7126e-06,-1.7126e-06
23.0,22.0,24.0,4.274783e-05,3.5624e-06,-3.5624e-06,1.0894e-06,-1.0894e-06
25.0,24.0,26.0,2.427642e-05,2.6809e-06,-2.6809e-06,6.1922e-07,-6.1922e-07
28.0,26.0,30.0,1.547809e-05,1.5105e-06,-1.5105e-06,3.9576e-07,-3.9576e-07
32.0,30.0,34.0,5.416798e-06,8.9052e-07,-8.9052e-07,1.3917e-07,-1.3917e-07
37.0,34.0,40.0,4.15412e-06,6.335e-07,-6.335e-07,1.0754e-07,-1.0754e-07
45.0,40.0,50.0,1.310432e-06,2.7325e-07,-2.7325e-07,3.457e-08,-3.457e-08

#: CENT,,,50-60 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,204.509,0.10149,-0.10149,8.6444,-8.6444
0.225,0.2,0.25,210.733,0.06815,-0.06815,5.1547,-5.1547
0.275,0.25,0.3,205.256,0.061834,-0.061834,4.9694,-4.9694
0.32499999999999996,0.3,0.35,192.841,0.057518,-0.057518,4.8668,-4.8668
0.375,0.35,0.4,177.354,0.053764,-0.053764,4.8869,-4.8869
0.42500000000000004,0.4,0.45,161.227,0.050344,-0.050344,4.5854,-4.5854
0.475,0.45,0.5,145.149,0.048174,-0.048174,4.0879,-4.0879
0.525,0.5,0.55,130.588,0.046796,-0.046796,3.548,-3.548
0.575,0.55,0.6,117.24,0.0451,-0.0451,2.9863,-2.9863
0.625,0.6,0.65,105.303,0.04367,-0.04367,2.5461,-2.5461
0.675,0.65,0.7,94.643,0.042622,-0.042622,2.1731,-2.1731
0.725,0.7,0.75,85.044,0.040963,-0.040963,1.8714,-1.8714
0.775,0.75,0.8,76.472,0.039636,-0.039636,1.6585,-1.6585
0.825,0.8,0.85,68.529,0.03806,-0.03806,1.4678,-1.4678
0.875,0.85,0.9,61.444,0.036756,-0.036756,1.3094,-1.3094
0.925,0.9,0.95,55.148,0.035379,-0.035379,1.1775,-1.1775
0.975,0.95,1.0,49.491,0.033641,-0.033641,1.047,-1.047
1.05,1.0,1.1,42.085,0.021899,-0.021899,0.94028,-0.94028
1.15,1.1,1.2,34.017,0.019657,-0.019657,0.77026,-0.77026
1.25,1.2,1.3,27.433,0.016051,-0.016051,0.6715,-0.6715
1.35,1.3,1.4,22.613,0.014281,-0.014281,0.54765,-0.54765
1.45,1.4,1.5,18.219,0.012907,-0.012907,0.47378,-0.47378
1.55,1.5,1.6,15.048,0.011503,-0.011503,0.38938,-0.38938
1.65,1.6,1.7,12.17,0.010352,-0.010352,0.32111,-0.32111
1.75,1.7,1.8,10.073,0.0092519,-0.0092519,0.26363,-0.26363
1.85,1.8,1.9,8.218,0.0083218,-0.0083218,0.22531,-0.22531
1.95,1.9,2.0,6.787,0.0074455,-0.0074455,0.18427,-0.18427
2.1,2.0,2.2,5.112891,0.0048766,-0.0048766,0.14229,-0.14229
2.3,2.2,2.4,3.501309,0.003959,-0.003959,0.094618,-0.094618
2.5,2.4,2.6,2.430577,0.003234,-0.003234,0.064013,-0.064013
2.7,2.6,2.8,1.707171,0.002654,-0.002654,0.045584,-0.045584
2.9,2.8,3.0,1.203317,0.0022285,-0.0022285,0.031713,-0.031713
3.1,3.0,3.2,0.8613599,0.0018645,-0.0018645,0.02381,-0.02381
3.3,3.2,3.4,0.6278149,0.0015077,-0.0015077,0.017291,-0.017291
3.5,3.4,3.6,0.4607483,0.0012773,-0.0012773,0.012615,-0.012615
3.7,3.6,3.8,0.3382703,0.0010884,-0.0010884,0.0090605,-0.0090605
3.9,3.8,4.0,0.2542045,0.00093549,-0.00093549,0.0068501,-0.0068501
4.25,4.0,4.5,0.1614481,0.00047216,-0.00047216,0.0044207,-0.0044207
4.75,4.5,5.0,0.08746152,0.00034233,-0.00034233,0.0023456,-0.0023456
5.25,5.0,5.5,0.04940508,0.00025244,-0.00025244,0.0012445,-0.0012445
5.75,5.5,6.0,0.02971598,0.00019466,-0.00019466,0.00074599,-0.00074599
6.25,6.0,6.5,0.01861889,0.00015275,-0.00015275,0.0004472,-0.0004472
6.75,6.5,7.0,0.01269754,0.00012572,-0.00012572,0.00030318,-0.00030318
7.5,7.0,8.0,0.007333616,6.7635e-05,-6.7635e-05,0.00017343,-0.00017343
8.5,8.0,9.0,0.003748458,4.779e-05,-4.779e-05,8.5221e-05,-8.5221e-05
9.5,9.0,10.0,0.002101253,3.5679e-05,-3.5679e-05,4.8328e-05,-4.8328e-05
10.5,10.0,11.0,0.001273626,2.7551e-05,-2.7551e-05,2.8518e-05,-2.8518e-05
11.5,11.0,12.0,0.0007534036,2.1162e-05,-2.1162e-05,1.6843e-05,-1.6843e-05
12.5,12.0,13.0,0.000543715,1.7963e-05,-1.7963e-05,1.2158e-05,-1.2158e-05
13.5,13.0,14.0,0.0003685994,1.4778e-05,-1.4778e-05,8.2464e-06,-8.2464e-06
14.5,14.0,15.0,0.0002364403,1.1827e-05,-1.1827e-05,5.2914e-06,-5.2914e-06
15.5,15.0,16.0,0.0001759734,1.0197e-05,-1.0197e-05,3.9387e-06,-3.9387e-06
17.0,16.0,18.0,0.0001114289,5.7338e-06,-5.7338e-06,2.4955e-06,-2.4955e-06
19.0,18.0,20.0,5.35254e-05,3.9684e-06,-3.9684e-06,1.1998e-06,-1.1998e-06
21.0,20.0,22.0,3.401293e-05,3.376e-06,-3.376e-06,7.6415e-07,-7.6415e-07
23.0,22.0,24.0,2.394134e-05,2.7666e-06,-2.7666e-06,5.392e-07,-5.392e-07
25.0,24.0,26.0,1.50595e-05,2.1465e-06,-2.1465e-06,3.3959e-07,-3.3959e-07
28.0,26.0,30.0,1.060283e-05,1.2574e-06,-1.2574e-06,2.4072e-07,-2.4072e-07
32.0,30.0,34.0,3.789317e-06,7.3683e-07,-7.3683e-07,8.7018e-08,-8.7018e-08
37.0,34.0,40.0,2.036453e-06,4.3765e-07,-4.3765e-07,4.7586e-08,-4.7586e-08
45.0,40.0,50.0,3.798963e-07,1.4396e-07,-1.4396e-07,9.2642e-09,-9.2642e-09

#: CENT,,,60-70 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,110.954,0.07156,-0.07156,4.8092,-4.8092
0.225,0.2,0.25,113.259,0.048366,-0.048366,2.9099,-2.9099
0.275,0.25,0.3,109.408,0.044018,-0.044018,2.745,-2.745
0.32499999999999996,0.3,0.35,101.817,0.040798,-0.040798,2.54,-2.54
0.375,0.35,0.4,92.975,0.038042,-0.038042,2.518,-2.518
0.42500000000000004,0.4,0.45,83.817,0.035547,-0.035547,2.2784,-2.2784
0.475,0.45,0.5,74.926,0.033944,-0.033944,2.0017,-2.0017
0.525,0.5,0.55,66.987,0.032895,-0.032895,1.7057,-1.7057
0.575,0.55,0.6,59.685,0.031512,-0.031512,1.4553,-1.4553
0.625,0.6,0.65,53.263,0.030523,-0.030523,1.2449,-1.2449
0.675,0.65,0.7,47.62,0.029693,-0.029693,1.0388,-1.0388
0.725,0.7,0.75,42.545,0.028484,-0.028484,0.89074,-0.89074
0.775,0.75,0.8,38.101,0.027456,-0.027456,0.78272,-0.78272
0.825,0.8,0.85,33.935,0.026349,-0.026349,0.68298,-0.68298
0.875,0.85,0.9,30.295,0.025171,-0.025171,0.59986,-0.59986
0.925,0.9,0.95,27.086,0.024256,-0.024256,0.53288,-0.53288
0.975,0.95,1.0,24.218,0.022917,-0.022917,0.47954,-0.47954
1.05,1.0,1.1,20.469,0.014902,-0.014902,0.4169,-0.4169
1.15,1.1,1.2,16.402,0.013393,-0.013393,0.34684,-0.34684
1.25,1.2,1.3,13.149,0.010936,-0.010936,0.299,-0.299
1.35,1.3,1.4,10.798,0.0097294,-0.0097294,0.24309,-0.24309
1.45,1.4,1.5,8.647,0.0087389,-0.0087389,0.21186,-0.21186
1.55,1.5,1.6,7.135,0.007802,-0.007802,0.17379,-0.17379
1.65,1.6,1.7,5.743,0.0069908,-0.0069908,0.14796,-0.14796
1.75,1.7,1.8,4.73,0.0062425,-0.0062425,0.12111,-0.12111
1.85,1.8,1.9,3.853,0.0056537,-0.0056537,0.10634,-0.10634
1.95,1.9,2.0,3.187,0.005065,-0.005065,0.087438,-0.087438
2.1,2.0,2.2,2.394326,0.0032947,-0.0032947,0.067314,-0.067314
2.3,2.2,2.4,1.6477,0.0026535,-0.0026535,0.046349,-0.046349
2.5,2.4,2.6,1.147946,0.0021883,-0.0021883,0.031035,-0.031035
2.7,2.6,2.8,0.8115173,0.0018091,-0.0018091,0.022425,-0.022425
2.9,2.8,3.0,0.5763694,0.0015138,-0.0015138,0.015575,-0.015575
3.1,3.0,3.2,0.4151517,0.0012621,-0.0012621,0.010658,-0.010658
3.3,3.2,3.4,0.3035806,0.0010347,-0.0010347,0.0079766,-0.0079766
3.5,3.4,3.6,0.2278969,0.00088778,-0.00088778,0.0059222,-0.0059222
3.7,3.6,3.8,0.1685617,0.00076177,-0.00076177,0.0042927,-0.0042927
3.9,3.8,4.0,0.1294025,0.00066199,-0.00066199,0.0032991,-0.0032991
4.25,4.0,4.5,0.08196708,0.00033094,-0.00033094,0.002047,-0.002047
4.75,4.5,5.0,0.04499707,0.00024193,-0.00024193,0.0011203,-0.0011203
5.25,5.0,5.5,0.02569106,0.00018127,-0.00018127,0.00062686,-0.00062686
5.75,5.5,6.0,0.01596018,0.00014184,-0.00014184,0.00037932,-0.00037932
6.25,6.0,6.5,0.009929401,0.00011065,-0.00011065,0.00023829,-0.00023829
6.75,6.5,7.0,0.006642833,9.0121e-05,-9.0121e-05,0.00015838,-0.00015838
7.5,7.0,8.0,0.003907831,4.8951e-05,-4.8951e-05,9.2557e-05,-9.2557e-05
8.5,8.0,9.0,0.001992465,3.4984e-05,-3.4984e-05,4.6762e-05,-4.6762e-05
9.5,9.0,10.0,0.001088042,2.566e-05,-2.566e-05,2.5718e-05,-2.5718e-05
10.5,10.0,11.0,0.0006684424,1.9973e-05,-1.9973e-05,1.5873e-05,-1.5873e-05
11.5,11.0,12.0,0.00040086,1.5425e-05,-1.5425e-05,9.5051e-06,-9.5051e-06
12.5,12.0,13.0,0.0002597436,1.2396e-05,-1.2396e-05,6.1604e-06,-6.1604e-06
13.5,13.0,14.0,0.0001705803,1.0032e-05,-1.0032e-05,4.0473e-06,-4.0473e-06
14.5,14.0,15.0,0.0001139988,8.1929e-06,-8.1929e-06,2.7055e-06,-2.7055e-06
15.5,15.0,16.0,8.041908e-05,6.8756e-06,-6.8756e-06,1.9088e-06,-1.9088e-06
17.0,16.0,18.0,5.977189e-05,4.1893e-06,-4.1893e-06,1.4191e-06,-1.4191e-06
19.0,18.0,20.0,2.981129e-05,2.9533e-06,-2.9533e-06,7.0826e-07,-7.0826e-07
21.0,20.0,22.0,1.955603e-05,2.4072e-06,-2.4072e-06,4.6542e-07,-4.6542e-07
23.0,22.0,24.0,1.004395e-05,1.7225e-06,-1.7225e-06,2.3928e-07,-2.3928e-07
25.0,24.0,26.0,7.066629e-06,1.4425e-06,-1.4425e-06,1.6866e-07,-1.6866e-07
28.0,26.0,30.0,4.103704e-06,7.7553e-07,-7.7553e-07,9.8301e-08,-9.8301e-08
32.0,30.0,34.0,2.032591e-06,5.4323e-07,-5.4323e-07,4.9082e-08,-4.9082e-08
37.0,34.0,40.0,7.671507e-07,2.7123e-07,-2.7123e-07,1.8796e-08,-1.8796e-08
45.0,40.0,50.0,3.376091e-07,1.3783e-07,-1.3783e-07,8.4948e-09,-8.4948e-09

#: CENT,,,70-80 pct
#: ETARAP,,,-0.8 - 0.8
#: RE,,,PB PB --> CHARGED X
#: SQRT(S)/NUCLEON,,,2760.0 GeV
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/(Nevt))*D2(N)/DETARAP/DPT [C/GEV],stat +,stat -,sys +,sys -
0.175,0.15,0.2,53.146,0.048794,-0.048794,2.2767,-2.2767
0.225,0.2,0.25,53.819,0.03303,-0.03303,1.3564,-1.3564
0.275,0.25,0.3,51.596,0.03,-0.03,1.2819,-1.2819
0.32499999999999996,0.3,0.35,47.614,0.02772,-0.02772,1.189,-1.189
0.375,0.35,0.4,43.069,0.025647,-0.025647,1.1526,-1.1526
0.42500000000000004,0.4,0.45,38.516,0.02387,-0.02387,1.0399,-1.0399
0.475,0.45,0.5,34.175,0.0227,-0.0227,0.90881,-0.90881
0.525,0.5,0.55,30.309,0.021913,-0.021913,0.75522,-0.75522
0.575,0.55,0.6,26.801,0.021003,-0.021003,0.64903,-0.64903
0.625,0.6,0.65,23.871,0.020193,-0.020193,0.54615,-0.54615
0.675,0.65,0.7,21.147,0.019543,-0.019543,0.45002,-0.45002
0.725,0.7,0.75,18.763,0.018728,-0.018728,0.38934,-0.38934
0.775,0.75,0.8,16.715,0.017899,-0.017899,0.34119,-0.34119
0.825,0.8,0.85,14.821,0.017128,-0.017128,0.29214,-0.29214
0.875,0.85,0.9,13.177,0.016387,-0.016387,0.25933,-0.25933
0.925,0.9,0.95,11.701,0.015733,-0.015733,0.2266,-0.2266
0.975,0.95,1.0,10.437,0.014968,-0.014968,0.20402,-0.20402
1.05,1.0,1.1,8.774,0.0096216,-0.0096216,0.17701,-0.17701
1.15,1.1,1.2,6.985,0.0085764,-0.0085764,0.14581,-0.14581
1.25,1.2,1.3,5.56,0.0070752,-0.0070752,0.12582,-0.12582
1.35,1.3,1.4,4.546,0.006283,-0.006283,0.10137,-0.10137
1.45,1.4,1.5,3.64,0.005608,-0.005608,0.088642,-0.088642
1.55,1.5,1.6,2.996,0.0050078,-0.0050078,0.072476,-0.072476
1.65,1.6,1.7,2.41,0.0044836,-0.0044836,0.061239,-0.061239
1.75,1.7,1.8,1.988,0.0040128,-0.0040128,0.050355,-0.050355
1.85,1.8,1.9,1.611,0.0036342,-0.0036342,0.043974,-0.043974
1.95,1.9,2.0,1.331,0.0032561,-0.0032561,0.035842,-0.035842
2.1,2.0,2.2,1.008348,0.0020955,-0.0020955,0.028152,-0.028152
2.3,2.2,2.4,0.6934877,0.0017228,-0.0017228,0.019418,-0.019418
2.5,2.4,2.6,0.4864638,0.0014346,-0.0014346,0.013084,-0.013084
2.7,2.6,2.8,0.3478235,0.0011815,-0.0011815,0.0094809,-0.0094809
2.9,2.8,3.0,0.2502709,0.0010025,-0.0010025,0.0068,-0.0068
3.1,3.0,3.2,0.1804752,0.0008311,-0.0008311,0.0046249,-0.0046249
3.3,3.2,3.4,0.1335079,0.00068469,-0.00068469,0.0034847,-0.0034847
3.5,3.4,3.6,0.09936008,0.00058515,-0.00058515,0.0025806,-0.0025806
3.7,3.6,3.8,0.07455449,0.00050657,-0.00050657,0.0019041,-0.0019041
3.9,3.8,4.0,0.05663169,0.0004378,-0.0004378,0.0014194,-0.0014194
4.25,4.0,4.5,0.03658175,0.00022153,-0.00022153,0.00091494,-0.00091494
4.75,4.5,5.0,0.02035896,0.00016295,-0.00016295,0.00049909,-0.00049909
5.25,5.0,5.5,0.01188291,0.00012455,-0.00012455,0.00030539,-0.00030539
5.75,5.5,6.0,0.007179028,9.5636e-05,-9.5636e-05,0.00017915,-0.00017915
6.25,6.0,6.5,0.004454273,7.4733e-05,-7.4733e-05,0.00010705,-0.00010705
6.75,6.5,7.0,0.003080324,6.1702e-05,-6.1702e-05,7.4636e-05,-7.4636e-05
7.5,7.0,8.0,0.00172491,3.2712e-05,-3.2712e-05,4.0587e-05,-4.0587e-05
8.5,8.0,9.0,0.0008710682,2.309e-05,-2.309e-05,2.0252e-05,-2.0252e-05
9.5,9.0,10.0,0.0005084705,1.7541e-05,-1.7541e-05,1.1655e-05,-1.1655e-05
10.5,10.0,11.0,0.0002859294,1.3057e-05,-1.3057e-05,6.5933e-06,-6.5933e-06
11.5,11.0,12.0,0.0001617149,9.7953e-06,-9.7953e-06,3.7223e-06,-3.7223e-06
12.5,12.0,13.0,0.0001238149,8.5613e-06,-8.5613e-06,2.8512e-06,-2.8512e-06
13.5,13.0,14.0,7.241205e-05,6.5371e-06,-6.5371e-06,1.6688e-06,-1.6688e-06
14.5,14.0,15.0,5.351034e-05,5.6144e-06,-5.6144e-06,1.2342e-06,-1.2342e-06
15.5,15.0,16.0,3.230112e-05,4.3578e-06,-4.3578e-06,7.4529e-07,-7.4529e-07
17.0,16.0,18.0,1.875566e-05,2.3459e-06,-2.3459e-06,4.3331e-07,-4.3331e-07
19.0,18.0,20.0,1.02269e-05,1.7293e-06,-1.7293e-06,2.3681e-07,-2.3681e-07
21.0,20.0,22.0,6.796992e-06,1.4173e-06,-1.4173e-06,1.5819e-07,-1.5819e-07
23.0,22.0,24.0,4.71162e-06,1.1779e-06,-1.1779e-06,1.102e-07,-1.102e-07
25.0,24.0,26.0,2.640104e-06,8.8004e-07,-8.8004e-07,6.1997e-08,-6.1997e-08
28.0,26.0,30.0,1.746897e-06,5.0429e-07,-5.0429e-07,4.154e-08,-4.154e-08
32.0,30.0,34.0,8.675628e-07,3.5418e-07,-3.5418e-07,2.1219e-08,-2.1219e-08
37.0,34.0,40.0,2.847249e-07,1.6439e-07,-1.6439e-07,7.2282e-09,-7.2282e-09
45.0,40.0,50.0,1.678609e-07,9.6915e-08,-9.6915e-08,4.6464e-09,-4.6464e-09

